Players;Count;IMPs;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;
Joachim Parsch - Klaus Zeitler;128;0,69;0,27;0,42;0,51;64;  0,34;64;0,81;29;0,26;35;
Christian Schlicker - Dr. Claus Günther;192;0,63;0,30;0,33;0,27;96;  0,40;95;0,06;51;0,51;45;
Berthold Engel - Claudia Vechiatto;128;0,46;0,19;0,27;0,30;53;  0,25;75;0,63;35;-0,33;18;
Anja Alberti - Dieter Laidig;240;0,36;0,31;0,05;0,07;117;  0,03;122;-0,34;61;0,51;56;
Mirja Schraverus-Meuer - Axel Meuer;224;0,35;0,44;-0,10;0,19;110;  -0,37;114;0,48;55;-0,11;55;
Martin Wüst - Matthias Felmy;191;0,25;0,04;0,21;0,28;98;  0,14;93;-0,25;42;0,68;56;
Thomas Braun - Vera Lenz;128;0,21;-0,11;0,33;0,14;63;  0,50;65;0,51;32;-0,24;31;
Norbert Stübinger - Thomas Martin;222;0,20;0,02;0,19;0,06;122;  0,35;98;-0,16;60;0,27;62;
Marie Eggeling - Dietmar Korb;96;0,16;0,50;-0,34;-0,62;45;  -0,09;51;-0,38;24;-0,89;21;
Heinrich Nowak - Stefan Back;160;0,15;0,32;-0,17;-0,10;78;  -0,24;82;-0,46;35;0,20;43;
Dr. Karl-Heinz Kaiser - Dr. Peter Freche;192;0,13;-0,10;0,22;0,22;107;  0,23;85;-0,02;52;0,44;55;
Felix Schadendorf - Martin Gravert;96;0,10;0,09;0,01;-0,06;44;  0,07;52;-0,72;17;0,36;27;
Bernd Gahntz - Dietmar Korb;96;0,09;-0,11;0,20;0,25;45;  0,17;50;0,89;24;-0,49;21;
Henning Gärner - Dr. Gerhard Göttsch;287;0,07;0,01;0,06;-0,06;158;  0,21;129;-0,23;59;0,05;99;
Peter Heckmann - Christian Glubrecht;96;0,07;-0,18;0,25;0,24;47;  0,27;49;0,30;20;0,19;27;
Hartmut Brückner - Ralf Speckmann;192;0,02;0,24;-0,22;-0,56;80;  0,03;112;0,04;40;-1,16;40;
Joachim Cappeller - Clemens Oelker;224;-0,01;-0,05;0,04;0,03;107;  0,05;116;0,16;65;-0,17;42;
Hartmut Kondoch - Josias Prinz zu Waldeck;224;-0,03;-0,13;0,10;0,04;106;  0,15;118;0,20;57;-0,14;49;
Annaïg Della Monta - Dr. Alfred Berthold;223;-0,05;-0,05;0,00;0,08;102;  -0,07;120;0,29;52;-0,13;50;
Flora Boeddeker - Robert Boeddeker;288;-0,07;0,16;-0,23;-0,07;152;  -0,40;136;0,14;75;-0,28;77;
Ulf Bormann - Christine Kraus;223;-0,07;-0,15;0,07;0,04;117;  0,12;106;0,41;63;-0,40;54;
Emile Sansour - Otto Ruthenberg;112;-0,17;-0,12;-0,05;0,26;66;  -0,49;46;0,44;33;0,08;33;
Kathryn Herz - Eckhard Böhlke;223;-0,22;-0,13;-0,09;0,18;111;  -0,36;112;0,29;49;0,10;62;
Felix Zimmermann - Max Ellerbeck;175;-0,23;-0,00;-0,22;-0,11;92;  -0,35;83;-0,56;42;0,27;50;
Frank-Onno Bettermann - Matthias Berghaus;144;-0,34;-0,20;-0,14;0,04;70;  -0,31;74;-0,37;34;0,44;36;
Adam Griger - Marian Powalla;144;-0,41;-0,38;-0,03;-0,09;71;  0,02;72;-0,12;34;-0,06;37;
Sebastian Weyand - Claudia Vechiatto;128;-0,41;-0,26;-0,15;-0,04;62;  -0,25;66;-0,24;27;0,12;35;
Peter Heckmann - Bernd Donner;160;-0,43;-0,39;-0,04;-0,07;82;  -0,01;78;0,05;40;-0,18;42;
Lutz Gröbler - Christian Glubrecht;176;-0,48;-0,27;-0,21;-0,05;92;  -0,39;84;0,12;42;-0,19;50;
Ingrid Gromann - Cristina Giampietro;128;-0,77;-0,32;-0,45;-0,57;64;  -0,33;64;-0,51;34;-0,64;30;

Players;Count;IMPs;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;
Hans-Joachim Prieß - Raffael Braun;64;0,91;0,30;0,61;-0,14;31;  1,31;33;-0,36;18;0,16;13;
Hans-Joachim Prieß - Marie Eggeling;16;0,23;0,25;-0,02;-0,69;5;  0,29;11;-1,53;3;0,56;2;
Matthias Berghaus - Tilman Oeckinghaus;64;0,18;0,03;0,15;0,45;27;  -0,07;37;1,11;18;-0,88;9;
Sebastian Weyand - Berthold Engel;32;0,10;-0,12;0,22;0,25;16;  0,19;16;0,22;8;0,29;8;
Heinrich Nowak - Andrea Reim;64;0,06;-0,02;0,07;0,36;36;  -0,29;28;0,56;22;0,04;14;
Josias Prinz zu Waldeck - Berthold Engel;32;-0,26;-0,06;-0,19;-0,43;16;  0,05;16;-1,80;6;0,39;10;
Felix Schadendorf - Marie Eggeling;16;-0,28;-0,18;-0,09;0,28;8;  -0,46;8;-0,11;4;0,66;4;
Felix Schadendorf - Raffael Braun;64;-0,37;-0,04;-0,33;0,14;34;  -0,87;30;0,50;15;-0,14;19;
Marie Eggeling - Raffael Braun;48;-0,53;-0,57;0,04;0,71;24;  -0,63;24;0,60;14;0,88;10;
Felix Schadendorf - Dietmar Korb;80;-0,58;-0,16;-0,42;-0,65;40;  -0,18;40;-1,31;23;0,23;17;
Hartmut Kondoch - Berthold Engel;32;-1,96;-0,63;-1,32;-1,05;14;  -1,53;18;1,05;6;-2,63;8;

